,BLOCK_TIME_UNIQUE_ID,label
93,2009-05-11-15.45.42.705117__2009-05-11-15,['Normal']
94,2009-05-11-15.45.42.718209__2009-05-11-15,['Normal']
95,2009-05-11-15.45.42.730411__2009-05-11-15,['Normal']
96,2009-05-11-15.48.17.275617__2009-05-11-15,['Abnormal']
97,2009-05-11-15.48.17.287289__2009-05-11-15,['Abnormal']
98,2009-05-11-15.48.37.495809__2009-05-11-15,['Normal']
99,2009-05-11-15.48.37.514864__2009-05-11-15,['Normal']
100,2009-05-11-15.51.29.208042__2009-05-11-15,['Abnormal']
101,2009-05-11-15.51.29.225488__2009-05-11-15,['Abnormal']
102,2009-05-11-15.51.49.428191__2009-05-11-15,['Normal']
103,2009-05-11-15.51.49.441405__2009-05-11-15,['Normal']
104,2009-05-11-15.54.57.309841__2009-05-11-15,['Abnormal']
105,2009-05-11-15.54.57.329778__2009-05-11-15,['Abnormal']
106,2009-05-11-15.55.17.520462__2009-05-11-15,['Normal']
107,2009-05-11-15.55.17.604444__2009-05-11-15,['Normal']
108,2009-05-11-15.58.25.522425__2009-05-11-15,['Abnormal']
109,2009-05-11-15.58.26.542021__2009-05-11-15,['Abnormal']
110,2009-05-11-15.58.45.732365__2009-05-11-15,['Normal']
111,2009-05-11-15.58.46.752477__2009-05-11-15,['Normal']
112,2009-05-11-15.58.55.864225__2009-05-11-15,['Normal']
113,2009-05-11-16.13.49.708843__2009-05-11-16,['Normal']
114,2009-05-11-16.13.54.776494__2009-05-11-16,['Normal']
115,2009-05-11-16.13.54.794356__2009-05-11-16,['Normal']
116,2009-05-11-16.13.54.842139__2009-05-11-16,['Normal']
117,2009-05-11-16.13.54.858298__2009-05-11-16,['Normal']
118,2009-05-11-16.13.54.866204__2009-05-11-16,['Normal']
119,2009-05-11-16.13.54.873438__2009-05-11-16,['Normal']
120,2009-05-26-14.34.48.141851__2009-05-26-14,['Normal']
121,2009-05-26-14.56.43.976326__2009-05-26-14,['Normal']
122,2009-05-26-14.56.56.087737__2009-05-26-14,['Normal']
123,2009-05-26-14.56.56.839148__2009-05-26-14,['Normal']
124,2009-05-26-14.56.57.019233__2009-05-26-14,['Normal']
125,2009-05-26-14.56.58.021470__2009-05-26-14,['Normal']
126,2009-05-26-14.56.58.545479__2009-05-26-14,['Normal']
127,2009-05-26-14.56.59.130250__2009-05-26-14,['Normal']
128,2009-06-08-16.49.37.019979__2009-06-08-16,['Abnormal']
129,2009-06-08-16.49.56.275178__2009-06-08-16,['Normal']
130,2009-06-29-09.43.16.661683__2009-06-29-09,['Abnormal']
131,2009-06-29-09.43.22.742972__2009-06-29-09,['Normal']
132,2009-06-29-10.02.20.964715__2009-06-29-10,['Abnormal']
133,2009-06-29-10.02.24.004069__2009-06-29-10,['Normal']
134,2009-06-29-14.32.27.216852__2009-06-29-14,['Normal']
135,2009-06-29-14.49.23.850328__2009-06-29-14,['Normal']
136,2009-06-29-14.49.28.945733__2009-06-29-14,['Normal']
137,2009-06-29-14.49.28.965009__2009-06-29-14,['Normal']
138,2009-06-29-14.49.28.984068__2009-06-29-14,['Normal']
139,2009-06-29-14.49.29.002467__2009-06-29-14,['Normal']
140,2009-06-29-14.49.29.020198__2009-06-29-14,['Normal']
141,2009-06-29-14.49.29.044161__2009-06-29-14,['Normal']
142,2009-07-06-14.08.46.264321__2009-07-06-14,['Normal']
143,2009-07-06-16.02.01.462285__2009-07-06-16,['Normal']
144,2009-07-06-16.02.06.664695__2009-07-06-16,['Normal']
145,2009-07-06-16.02.06.679471__2009-07-06-16,['Normal']
146,2009-07-06-16.02.06.694915__2009-07-06-16,['Normal']
147,2009-07-06-16.02.06.723063__2009-07-06-16,['Normal']
148,2009-07-06-16.02.06.742125__2009-07-06-16,['Normal']
149,2009-07-06-16.02.06.818019__2009-07-06-16,['Normal']
150,2009-07-06-17.40.48.527613__2009-07-06-17,['Normal']
151,2009-07-06-17.43.54.135017__2009-07-06-17,['Normal']
152,2009-07-06-17.43.59.467890__2009-07-06-17,['Normal']
153,2009-07-06-17.43.59.495841__2009-07-06-17,['Normal']
154,2009-07-06-17.43.59.575890__2009-07-06-17,['Normal']
155,2009-07-06-17.43.59.726007__2009-07-06-17,['Normal']
156,2009-07-06-17.43.59.815137__2009-07-06-17,['Normal']
157,2009-07-06-17.43.59.895867__2009-07-06-17,['Normal']
158,2009-07-10-12.52.57.177527__2009-07-10-12,['Normal']
159,2009-07-10-12.57.05.475655__2009-07-10-12,['Normal']
160,2009-07-10-12.57.10.562268__2009-07-10-12,['Normal']
161,2009-07-10-12.57.10.593493__2009-07-10-12,['Normal']
162,2009-07-10-12.57.10.611409__2009-07-10-12,['Normal']
163,2009-07-10-12.57.10.641344__2009-07-10-12,['Normal']
164,2009-07-10-12.57.10.661347__2009-07-10-12,['Normal']
165,2009-07-10-12.57.10.710992__2009-07-10-12,['Normal']
166,2009-07-10-12.57.29.939970__2009-07-10-12,['Normal']
167,2009-07-10-12.57.31.976531__2009-07-10-12,['Abnormal']
168,2009-07-10-13.13.47.610083__2009-07-10-13,['Normal']
169,2009-07-10-13.13.48.642015__2009-07-10-13,['Abnormal']
170,2009-07-10-13.33.57.467034__2009-07-10-13,['Normal']
171,2009-07-10-13.33.58.492687__2009-07-10-13,['Abnormal']
172,2009-07-10-13.38.49.360076__2009-07-10-13,['Normal']
173,2009-07-10-14.15.45.243866__2009-07-10-14,['Normal']
174,2009-07-10-14.16.19.748014__2009-07-10-14,['Normal']
175,2009-07-10-14.16.24.829996__2009-07-10-14,['Normal']
176,2009-07-10-14.16.24.865489__2009-07-10-14,['Normal']
177,2009-07-10-14.16.24.888298__2009-07-10-14,['Normal']
178,2009-07-10-14.16.24.915618__2009-07-10-14,['Normal']
179,2009-07-10-14.16.24.938137__2009-07-10-14,['Normal']
180,2009-07-10-14.16.24.968603__2009-07-10-14,['Normal']
181,2009-07-13-04.03.54.403937__2009-07-13-04,['Normal']
182,2009-07-13-04.04.38.687292__2009-07-13-04,['Normal']
183,2009-07-13-04.04.43.808396__2009-07-13-04,['Normal']
184,2009-07-13-04.04.43.848434__2009-07-13-04,['Normal']
185,2009-07-13-04.04.43.897413__2009-07-13-04,['Normal']
186,2009-07-13-04.04.43.924483__2009-07-13-04,['Normal']
187,2009-07-13-04.04.43.987050__2009-07-13-04,['Normal']
188,2009-07-13-04.04.44.047253__2009-07-13-04,['Normal']
189,2009-07-13-04.16.07.818794__2009-07-13-04,['Normal']
190,2009-07-13-11.12.59.660974__2009-07-13-11,['Normal']
191,2009-07-13-11.13.42.985837__2009-07-13-11,['Normal']
192,2009-07-13-11.13.48.104024__2009-07-13-11,['Normal']
193,2009-07-13-11.13.48.131604__2009-07-13-11,['Normal']
194,2009-07-13-11.13.48.154241__2009-07-13-11,['Normal']
195,2009-07-13-11.13.48.331621__2009-07-13-11,['Normal']
196,2009-07-13-11.13.48.382738__2009-07-13-11,['Normal']
197,2009-07-13-11.13.48.412747__2009-07-13-11,['Normal']
198,2009-07-20-04.25.25.704991__2009-07-20-04,['Normal']
199,2009-07-20-04.25.42.643842__2009-07-20-04,['Normal']
200,2009-07-20-04.25.47.717985__2009-07-20-04,['Normal']
201,2009-07-20-04.25.47.735713__2009-07-20-04,['Normal']
202,2009-07-20-04.25.47.759005__2009-07-20-04,['Normal']
203,2009-07-20-04.25.47.790875__2009-07-20-04,['Normal']
204,2009-07-20-04.25.47.818917__2009-07-20-04,['Normal']
205,2009-07-20-04.25.47.853027__2009-07-20-04,['Normal']
206,2009-07-20-04.32.35.904395__2009-07-20-04,['Normal']
207,2009-07-20-04.32.36.930197__2009-07-20-04,['Abnormal']
208,2009-07-20-08.27.45.397646__2009-07-20-08,['Normal']
209,2009-07-20-11.31.07.089113__2009-07-20-11,['Normal']
210,2009-07-20-11.33.42.600907__2009-07-20-11,['Normal']
211,2009-07-20-11.33.47.671422__2009-07-20-11,['Normal']
212,2009-07-20-11.33.47.694681__2009-07-20-11,['Normal']
213,2009-07-20-11.33.47.717842__2009-07-20-11,['Normal']
214,2009-07-20-11.33.47.725536__2009-07-20-11,['Normal']
215,2009-07-20-11.33.47.749726__2009-07-20-11,['Normal']
216,2009-07-20-11.33.47.785598__2009-07-20-11,['Normal']
217,2009-07-21-17.03.19.225433__2009-07-21-17,['Abnormal']
218,2009-07-21-17.04.13.772509__2009-07-21-17,['Normal']
219,2009-07-27-04.00.47.986885__2009-07-27-04,['Normal']
220,2009-07-27-04.01.58.722388__2009-07-27-04,['Normal']
221,2009-07-27-04.02.03.791680__2009-07-27-04,['Normal']
222,2009-07-27-04.02.03.811257__2009-07-27-04,['Normal']
223,2009-07-27-04.02.03.838505__2009-07-27-04,['Normal']
224,2009-07-27-04.02.03.858474__2009-07-27-04,['Normal']
225,2009-07-27-04.02.03.878243__2009-07-27-04,['Normal']
226,2009-07-27-04.02.03.898351__2009-07-27-04,['Normal']
227,2009-07-27-04.03.00.481520__2009-07-27-04,['Abnormal']
228,2009-07-27-04.03.08.571274__2009-07-27-04,['Normal']
229,2009-07-27-04.03.42.931879__2009-07-27-04,['Normal']
230,2009-07-27-06.45.23.993515__2009-07-27-06,['Abnormal']
231,2009-07-27-06.45.26.030245__2009-07-27-06,['Normal']
232,2009-07-27-07.36.29.757565__2009-07-27-07,['Abnormal']
233,2009-07-27-07.36.49.972863__2009-07-27-07,['Normal']
234,2009-07-27-08.25.13.849290__2009-07-27-08,['Abnormal']
235,2009-07-27-08.25.33.059038__2009-07-27-08,['Normal']
236,2009-07-27-09.12.21.086853__2009-07-27-09,['Abnormal']
237,2009-07-27-09.12.41.297698__2009-07-27-09,['Normal']
238,2009-07-27-09.37.49.795388__2009-07-27-09,['Abnormal']
239,2009-07-27-09.38.34.255393__2009-07-27-09,['Normal']
240,2009-07-27-11.14.48.063251__2009-07-27-11,['Normal']
241,2009-07-27-11.15.28.072299__2009-07-27-11,['Normal']
242,2009-07-27-11.15.33.275341__2009-07-27-11,['Normal']
243,2009-07-27-11.15.33.331314__2009-07-27-11,['Normal']
244,2009-07-27-11.15.33.667035__2009-07-27-11,['Normal']
245,2009-07-27-11.15.34.115527__2009-07-27-11,['Normal']
246,2009-07-27-11.15.34.215252__2009-07-27-11,['Normal']
247,2009-07-27-11.15.34.435177__2009-07-27-11,['Normal']
248,2009-07-31-22.08.18.769783__2009-07-31-22,['Abnormal']
249,2009-07-31-22.08.20.583833__2009-07-31-22,['Abnormal']
250,2009-07-31-22.08.38.859576__2009-07-31-22,['Normal']
251,2009-07-31-22.08.39.901730__2009-07-31-22,['Normal']
252,2009-08-03-04.12.14.290267__2009-08-03-04,['Normal']
253,2009-08-03-04.13.44.531477__2009-08-03-04,['Normal']
254,2009-08-03-04.13.49.614048__2009-08-03-04,['Normal']
255,2009-08-03-04.13.49.636790__2009-08-03-04,['Normal']
256,2009-08-03-04.13.49.652049__2009-08-03-04,['Normal']
257,2009-08-03-04.13.49.696665__2009-08-03-04,['Normal']
258,2009-08-03-04.13.49.712021__2009-08-03-04,['Normal']
259,2009-08-03-04.13.49.728530__2009-08-03-04,['Normal']
260,2009-08-03-04.15.09.526235__2009-08-03-04,['Normal']
261,2009-08-03-04.24.12.908718__2009-08-03-04,['Abnormal']
262,2009-08-03-04.24.12.940578__2009-08-03-04,['Normal']
263,2009-08-03-04.24.13.952443__2009-08-03-04,['Abnormal']
264,2009-08-03-04.24.14.978142__2009-08-03-04,['Normal']
265,2009-08-03-04.25.37.809579__2009-08-03-04,['Normal']
266,2009-08-03-04.49.03.735759__2009-08-03-04,['Abnormal']
267,2009-08-03-04.49.03.747115__2009-08-03-04,['Normal']
268,2009-08-03-04.49.04.885418__2009-08-03-04,['Abnormal']
269,2009-08-03-04.49.05.905299__2009-08-03-04,['Normal']
270,2009-08-03-04.50.01.467665__2009-08-03-04,['Normal']
271,2009-08-03-09.38.31.789864__2009-08-03-09,['Abnormal']
272,2009-08-03-09.38.31.902773__2009-08-03-09,['Normal']
273,2009-08-03-09.38.34.978861__2009-08-03-09,['Abnormal']
274,2009-08-03-09.38.38.022128__2009-08-03-09,['Abnormal']
275,2009-08-03-09.42.43.503221__2009-08-03-09,['Normal']
276,2009-08-03-09.46.40.834843__2009-08-03-09,['Normal']
277,2009-08-03-09.46.48.115072__2009-08-03-09,['Normal']
278,2009-08-03-10.42.31.961041__2009-08-03-10,['Normal']
279,2009-08-03-10.58.50.402072__2009-08-03-10,['Normal']
280,2009-08-03-10.58.55.473540__2009-08-03-10,['Normal']
281,2009-08-03-10.58.55.489398__2009-08-03-10,['Normal']
282,2009-08-03-10.58.55.506244__2009-08-03-10,['Normal']
283,2009-08-03-10.58.55.534969__2009-08-03-10,['Normal']
284,2009-08-03-10.58.55.556345__2009-08-03-10,['Normal']
285,2009-08-03-10.58.55.578088__2009-08-03-10,['Normal']
286,2009-08-03-14.52.24.599576__2009-08-03-14,['Normal']
287,2009-08-03-15.25.26.710906__2009-08-03-15,['Normal']
288,2009-08-03-15.25.31.767912__2009-08-03-15,['Normal']
289,2009-08-03-15.25.31.794881__2009-08-03-15,['Normal']
290,2009-08-03-15.25.31.802692__2009-08-03-15,['Normal']
291,2009-08-03-15.25.31.811236__2009-08-03-15,['Normal']
292,2009-08-03-15.25.31.818553__2009-08-03-15,['Normal']
293,2009-08-03-15.25.31.850245__2009-08-03-15,['Normal']
294,2009-08-10-12.03.41.510018__2009-08-10-12,['Normal']
295,2009-08-10-12.04.03.627182__2009-08-10-12,['Normal']
296,2009-08-10-12.04.08.711391__2009-08-10-12,['Normal']
297,2009-08-10-12.04.08.727946__2009-08-10-12,['Normal']
298,2009-08-10-12.04.08.734703__2009-08-10-12,['Normal']
299,2009-08-10-12.04.08.751097__2009-08-10-12,['Normal']
300,2009-08-10-12.04.08.802931__2009-08-10-12,['Normal']
301,2009-08-10-12.04.08.822833__2009-08-10-12,['Normal']
302,2009-08-11-21.04.10.498424__2009-08-11-21,['Normal']
303,2009-08-11-21.06.43.738391__2009-08-11-21,['Normal']
304,2009-08-11-21.06.48.810008__2009-08-11-21,['Normal']
305,2009-08-11-21.06.48.838092__2009-08-11-21,['Normal']
306,2009-08-11-21.06.48.853707__2009-08-11-21,['Normal']
307,2009-08-11-21.06.48.874588__2009-08-11-21,['Normal']
308,2009-08-11-21.06.48.897603__2009-08-11-21,['Normal']
309,2009-08-11-21.06.48.929529__2009-08-11-21,['Normal']
310,2009-08-11-21.09.36.606386__2009-08-11-21,['Normal']
311,2009-08-11-21.09.37.634371__2009-08-11-21,['Abnormal']
312,2009-08-11-21.14.22.416680__2009-08-11-21,['Normal']
313,2009-08-11-21.14.23.436318__2009-08-11-21,['Abnormal']
314,2009-08-11-21.29.59.706485__2009-08-11-21,['Normal']
315,2009-08-11-21.30.14.903452__2009-08-11-21,['Normal']
316,2009-08-11-21.30.19.970866__2009-08-11-21,['Normal']
317,2009-08-11-21.30.19.987172__2009-08-11-21,['Normal']
318,2009-08-11-21.30.19.994314__2009-08-11-21,['Normal']
319,2009-08-11-21.30.20.007169__2009-08-11-21,['Normal']
320,2009-08-11-21.30.20.033032__2009-08-11-21,['Normal']
321,2009-08-11-21.30.20.050042__2009-08-11-21,['Normal']
322,2009-08-17-10.56.27.186123__2009-08-17-10,['Normal']
323,2009-08-18-17.27.38.516479__2009-08-18-17,['Normal']
324,2009-08-18-17.27.44.259407__2009-08-18-17,['Normal']
325,2009-08-18-17.27.44.285717__2009-08-18-17,['Normal']
326,2009-08-18-17.27.44.300231__2009-08-18-17,['Normal']
327,2009-08-18-17.27.44.320577__2009-08-18-17,['Normal']
328,2009-08-18-17.27.44.336287__2009-08-18-17,['Normal']
329,2009-08-18-17.27.44.352512__2009-08-18-17,['Normal']
330,2009-08-20-16.21.53.236502__2009-08-20-16,['Normal']
331,2009-08-20-16.21.58.951019__2009-08-20-16,['Normal']
332,2009-08-20-16.21.58.973442__2009-08-20-16,['Normal']
333,2009-08-20-16.21.58.992696__2009-08-20-16,['Normal']
334,2009-08-20-16.21.59.012648__2009-08-20-16,['Normal']
335,2009-08-20-16.21.59.036437__2009-08-20-16,['Normal']
336,2009-08-20-16.21.59.060369__2009-08-20-16,['Normal']
337,2009-08-21-16.45.58.066114__2009-08-21-16,['Normal']
338,2009-08-21-16.48.22.092396__2009-08-21-16,['Normal']
339,2009-08-21-16.48.27.171947__2009-08-21-16,['Normal']
340,2009-08-21-16.48.27.229484__2009-08-21-16,['Normal']
341,2009-08-21-16.48.27.267612__2009-08-21-16,['Normal']
342,2009-08-21-16.48.27.282174__2009-08-21-16,['Normal']
343,2009-08-21-16.48.27.329960__2009-08-21-16,['Normal']
344,2009-08-21-16.48.27.408720__2009-08-21-16,['Normal']
345,2009-08-31-11.37.59.610776__2009-08-31-11,['Normal']
346,2009-08-31-11.38.05.329580__2009-08-31-11,['Normal']
347,2009-08-31-11.38.05.352563__2009-08-31-11,['Normal']
348,2009-08-31-11.38.05.371671__2009-08-31-11,['Normal']
349,2009-08-31-11.38.05.391722__2009-08-31-11,['Normal']
350,2009-08-31-11.38.05.411646__2009-08-31-11,['Normal']
351,2009-08-31-11.38.05.422047__2009-08-31-11,['Normal']
352,ANL-R00-1024__2009-02-06-20,['Normal']
353,ANL-R00-1024__2009-02-07-01,['Normal']
354,ANL-R00-1024__2009-02-07-02,['Normal']
355,ANL-R00-1024__2009-02-07-05,['Normal']
356,ANL-R00-1024__2009-03-03-11,['Normal']
357,ANL-R00-1024__2009-03-19-03,['Normal']
358,ANL-R00-1024__2009-03-24-16,['Abnormal']
359,ANL-R00-1024__2009-03-26-06,['Normal']
360,ANL-R00-1024__2009-04-04-08,['Normal']
361,ANL-R00-1024__2009-04-08-20,['Normal']
362,ANL-R00-1024__2009-04-09-17,['Normal']
363,ANL-R00-1024__2009-04-09-18,['Normal']
364,ANL-R00-1024__2009-04-14-11,['Abnormal']
365,ANL-R00-1024__2009-04-14-20,['Normal']
366,ANL-R00-1024__2009-04-28-06,['Normal']
367,ANL-R00-1024__2009-04-28-09,['Abnormal']
368,ANL-R00-1024__2009-04-28-18,['Normal']
369,ANL-R00-1024__2009-05-01-06,['Normal']
370,ANL-R00-1024__2009-05-13-17,['Abnormal']
371,ANL-R00-1024__2009-06-10-21,['Normal']
372,ANL-R00-1024__2009-06-11-02,['Normal']
373,ANL-R00-1024__2009-06-12-17,['Normal']
374,ANL-R00-1024__2009-06-18-06,['Abnormal']
375,ANL-R00-1024__2009-06-18-16,['Abnormal']
376,ANL-R00-1024__2009-06-28-16,['Normal']
377,ANL-R00-1024__2009-06-28-17,['Normal']
378,ANL-R00-1024__2009-07-01-09,['Normal']
379,ANL-R00-1024__2009-07-08-08,['Normal']
380,ANL-R00-1024__2009-07-08-11,['Normal']
381,ANL-R00-1024__2009-07-12-11,['Normal']
382,ANL-R00-1024__2009-07-12-15,['Normal']
383,ANL-R00-1024__2009-07-12-16,['Normal']
384,ANL-R00-1024__2009-07-22-16,['Normal']
385,ANL-R00-1024__2009-07-22-20,['Normal']
386,ANL-R00-1024__2009-08-10-12,['Normal']
387,ANL-R00-M0-512__2009-03-16-23,['Normal']
388,ANL-R00-M0-512__2009-03-17-05,['Normal']
389,ANL-R00-M0-512__2009-06-23-21,['Normal']
390,ANL-R00-M0-512__2009-06-24-00,['Normal']
391,ANL-R00-M0-N02-64__2009-05-27-16,['Normal']
392,ANL-R00-M0-N02-64__2009-05-28-11,['Normal']
393,ANL-R00-M0-N14-64__2009-05-27-21,['Normal']
394,ANL-R00-M1-512__2009-02-21-05,['Normal']
395,ANL-R00-M1-512__2009-02-21-06,['Normal']
396,ANL-R00-M1-512__2009-02-22-13,['Normal']
397,ANL-R00-M1-512__2009-02-22-14,['Normal']
398,ANL-R00-M1-512__2009-02-22-15,['Normal']
399,ANL-R00-M1-512__2009-03-16-23,['Normal']
400,ANL-R00-M1-512__2009-03-17-05,['Normal']
401,ANL-R00-M1-512__2009-04-29-21,['Normal']
402,ANL-R00-M1-512__2009-04-29-22,['Normal']
403,ANL-R00-M1-512__2009-04-30-00,['Normal']
404,ANL-R00-M1-512__2009-04-30-01,['Normal']
405,ANL-R00-M1-512__2009-05-15-21,['Normal']
406,ANL-R00-M1-512__2009-06-04-20,['Normal']
407,ANL-R00-M1-512__2009-06-05-18,['Normal']
408,ANL-R00-M1-512__2009-06-05-19,['Normal']
409,ANL-R00-M1-512__2009-06-05-20,['Normal']
410,ANL-R00-M1-512__2009-06-09-03,['Normal']
411,ANL-R00-M1-512__2009-06-09-08,['Normal']
412,ANL-R00-M1-512__2009-06-18-08,['Normal']
413,ANL-R00-M1-512__2009-06-21-17,['Normal']
414,ANL-R00-M1-512__2009-06-22-05,['Abnormal']
415,ANL-R00-M1-512__2009-06-24-02,['Normal']
416,ANL-R00-M1-512__2009-06-24-03,['Normal']
417,ANL-R00-M1-512__2009-07-04-03,['Normal']
418,ANL-R00-M1-512__2009-07-04-04,['Normal']
419,ANL-R00-M1-512__2009-07-08-00,['Normal']
420,ANL-R00-M1-512__2009-07-22-00,['Normal']
421,ANL-R00-M1-512__2009-07-22-01,['Normal']
422,ANL-R00-M1-512__2009-07-22-02,['Normal']
423,ANL-R00-M1-512__2009-07-22-06,['Normal']
424,ANL-R00-M1-512__2009-07-22-07,['Normal']
425,ANL-R00-M1-512__2009-07-22-13,['Normal']
426,ANL-R00-M1-512__2009-07-27-23,['Normal']
427,ANL-R00-M1-512__2009-07-28-00,['Normal']
428,ANL-R00-M1-512__2009-07-29-00,['Normal']
